field_id,lat,lon,date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS10M,year,doy,gdd,gdd_cumulative,month,growing_season
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-22,24.99,31.83,20.72,2.31,20.75,75.08,2.4,2022,142,16.275,6429.33,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-23,23.16,28.3,19.89,26.69,15.34,82.6,2.01,2022,143,14.094999999999999,6443.425,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-24,22.37,27.85,17.29,0.97,19.65,78.22,2.7,2022,144,12.57,6455.995,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-25,21.3,28.36,15.15,0.02,13.45,72.82,2.14,2022,145,11.754999999999999,6467.75,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-26,21.9,27.34,16.19,4.42,16.43,79.59,2.69,2022,146,11.765,6479.515,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-27,23.89,29.83,18.51,11.03,21.15,73.89,2.77,2022,147,14.170000000000002,6493.685,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-28,22.66,29.99,15.37,0.01,27.69,66.8,1.52,2022,148,12.68,6506.365,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-29,24.71,32.48,16.93,0.0,26.68,64.66,1.5,2022,149,14.704999999999998,6521.07,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-30,25.85,32.8,19.31,0.0,27.71,66.47,1.48,2022,150,16.055,6537.125,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-05-31,26.53,33.99,18.61,0.05,27.2,64.67,1.19,2022,151,16.3,6553.425,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-01,28.03,36.65,19.13,0.02,27.98,58.6,1.29,2022,152,17.89,6571.315,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-02,28.24,36.68,20.1,0.59,27.21,58.86,1.92,2022,153,18.39,6589.705,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-03,24.69,30.47,19.64,10.1,19.71,74.47,1.8,2022,154,15.055,6604.76,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-04,23.13,30.09,17.27,0.17,26.2,62.75,2.32,2022,155,13.68,6618.44,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-05,22.2,30.0,15.24,0.0,28.38,54.29,2.13,2022,156,12.620000000000001,6631.06,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-06,23.21,31.5,15.74,0.03,29.35,53.8,1.94,2022,157,13.620000000000001,6644.68,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-07,25.23,33.17,17.19,0.06,23.84,67.18,1.89,2022,158,15.18,6659.86,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-08,25.95,31.37,21.1,1.73,21.0,71.65,2.02,2022,159,16.235,6676.095,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-09,26.41,32.54,21.94,1.02,24.02,68.79,2.49,2022,160,17.240000000000002,6693.335,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-10,23.85,30.75,17.42,0.0,26.0,53.01,2.13,2022,161,14.085,6707.42,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-11,24.9,33.12,16.26,0.68,18.84,62.53,1.38,2022,162,14.689999999999998,6722.11,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-12,28.1,35.94,20.42,0.65,22.14,65.79,1.6,2022,163,18.18,6740.29,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-13,29.94,37.66,22.56,0.48,26.52,60.49,1.58,2022,164,20.0,6760.29,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-14,29.85,37.08,24.05,1.91,12.3,63.29,1.7,2022,165,20.0,6780.29,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-15,29.78,36.21,24.56,1.77,26.02,69.84,1.88,2022,166,20.0,6800.29,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-16,28.12,33.5,23.14,10.98,22.61,72.58,1.61,2022,167,18.32,6818.61,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-17,28.33,36.2,22.83,4.52,26.47,72.06,2.49,2022,168,19.515,6838.125,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-18,26.83,34.05,19.07,0.0,30.0,50.02,3.27,2022,169,16.56,6854.685,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-19,22.92,30.74,14.85,0.01,31.3,40.07,2.29,2022,170,12.794999999999998,6867.48,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-20,24.52,32.67,14.83,0.0,25.9,40.85,1.41,2022,171,13.75,6881.23,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-21,25.76,34.77,17.36,0.0,26.71,44.31,1.5,2022,172,16.065,6897.295,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-22,28.04,37.28,16.99,0.0,29.29,48.06,2.15,2022,173,17.134999999999998,6914.43,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-23,28.37,35.44,22.41,2.98,24.08,64.08,1.76,2022,174,18.924999999999997,6933.355,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-24,27.76,35.06,21.09,0.18,24.9,61.05,1.62,2022,175,18.075000000000003,6951.43,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-25,27.12,33.08,21.52,0.04,24.76,60.43,1.23,2022,176,17.299999999999997,6968.73,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-26,27.96,35.19,19.81,0.3,25.89,60.0,1.34,2022,177,17.5,6986.23,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-27,27.27,32.79,21.93,4.89,14.47,65.46,1.68,2022,178,17.36,7003.59,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-28,24.01,28.88,19.26,1.46,14.83,69.8,2.02,2022,179,14.07,7017.66,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-29,25.83,31.76,21.21,1.72,13.6,75.76,1.19,2022,180,16.485,7034.1449999999995,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-06-30,26.75,32.86,20.99,0.05,22.91,67.69,1.52,2022,181,16.924999999999997,7051.07,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-01,25.17,29.76,21.22,8.91,10.55,79.12,1.33,2022,182,15.490000000000002,7066.5599999999995,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-02,27.96,36.21,20.59,0.72,25.64,67.11,1.26,2022,183,18.4,7084.96,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-03,28.74,35.1,23.18,5.48,24.64,70.69,0.68,2022,184,19.14,7104.1,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-04,27.91,33.96,22.83,4.02,19.61,72.59,1.74,2022,185,18.395,7122.495,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-05,29.03,35.97,22.61,12.08,22.93,71.33,1.23,2022,186,19.29,7141.785,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-06,29.9,38.89,22.71,5.5,25.34,67.84,1.62,2022,187,20.0,7161.785,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-07,28.54,34.52,23.36,7.83,25.65,75.62,1.25,2022,188,18.94,7180.725,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-08,27.12,31.45,24.49,22.85,22.54,86.97,1.06,2022,189,17.97,7198.695,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-09,28.35,34.54,23.81,8.9,20.37,78.31,1.46,2022,190,19.174999999999997,7217.87,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-10,23.3,25.34,19.63,18.21,7.6,90.46,2.18,2022,191,12.485,7230.355,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-11,24.55,31.27,18.27,0.38,18.29,75.82,1.37,2022,192,14.77,7245.125,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-12,27.04,33.88,20.86,0.01,18.34,74.4,1.52,2022,193,17.37,7262.495,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-13,26.71,33.0,22.44,9.75,14.23,78.08,2.03,2022,194,17.72,7280.215,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-14,26.32,31.92,22.01,0.29,14.71,78.21,0.96,2022,195,16.965000000000003,7297.18,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-15,26.97,32.68,22.36,0.99,21.52,72.88,1.18,2022,196,17.52,7314.7,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-16,26.95,33.0,21.81,3.77,24.42,75.91,1.39,2022,197,17.405,7332.105,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-17,27.53,34.34,21.33,1.13,26.23,70.87,1.93,2022,198,17.835,7349.94,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-18,27.91,34.82,21.83,1.26,22.23,71.41,2.22,2022,199,18.325,7368.265,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-19,27.24,33.55,22.59,6.19,25.44,75.09,1.79,2022,200,18.07,7386.335,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-20,27.09,33.85,21.9,4.3,22.76,76.62,2.02,2022,201,17.875,7404.21,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-21,26.83,30.79,23.33,1.65,13.28,81.96,2.61,2022,202,17.06,7421.2699999999995,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-22,27.99,33.12,23.59,0.87,21.29,75.81,1.17,2022,203,18.354999999999997,7439.625,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-23,29.32,37.86,21.47,0.03,26.82,63.74,1.41,2022,204,19.665,7459.29,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-24,29.05,36.0,23.27,1.89,23.64,67.09,1.67,2022,205,19.634999999999998,7478.925,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-25,28.2,35.01,23.49,1.95,21.39,73.05,2.23,2022,206,19.25,7498.175,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-26,27.57,33.53,23.44,7.53,23.71,74.83,2.3,2022,207,18.485,7516.66,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-27,28.65,36.06,23.16,0.55,23.04,64.98,2.61,2022,208,19.61,7536.2699999999995,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-28,29.85,38.04,23.22,0.09,25.97,60.16,2.57,2022,209,20.0,7556.2699999999995,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-29,30.02,37.67,23.22,0.45,23.34,64.76,2.03,2022,210,20.0,7576.2699999999995,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-30,28.04,34.13,23.81,11.97,20.42,75.64,1.15,2022,211,18.97,7595.24,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-07-31,28.77,34.6,22.8,6.48,24.97,70.07,2.21,2022,212,18.700000000000003,7613.94,7,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-01,27.84,33.22,23.18,0.43,21.41,66.44,3.18,2022,213,18.2,7632.14,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-02,28.5,36.49,21.47,0.48,25.39,66.29,1.79,2022,214,18.98,7651.12,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-03,28.53,34.57,23.32,0.14,19.58,67.02,1.52,2022,215,18.945,7670.065,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-04,28.67,35.99,22.41,1.75,23.13,66.8,1.5,2022,216,19.200000000000003,7689.265,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-05,28.06,33.2,22.84,1.06,24.18,70.15,1.27,2022,217,18.020000000000003,7707.285,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-06,27.81,33.87,22.94,9.93,22.19,73.3,1.12,2022,218,18.405,7725.69,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-07,27.4,33.81,22.25,4.5,19.75,72.62,0.91,2022,219,18.03,7743.72,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-08,28.14,34.98,21.8,0.76,23.43,67.8,1.38,2022,220,18.39,7762.11,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-09,27.91,34.56,22.02,1.89,24.46,70.18,1.93,2022,221,18.29,7780.4,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-10,26.56,32.12,22.65,2.04,22.76,75.27,2.19,2022,222,17.384999999999998,7797.785,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-11,24.65,28.43,21.93,3.3,14.53,82.41,2.0,2022,223,15.18,7812.965,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-12,24.89,32.06,20.67,6.93,19.07,74.63,1.71,2022,224,16.365000000000002,7829.33,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-13,24.21,31.58,17.93,0.19,27.25,60.27,1.99,2022,225,14.754999999999999,7844.085,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-14,25.24,33.64,16.3,1.63,24.32,58.77,1.13,2022,226,14.969999999999999,7859.055,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-15,25.45,32.62,19.65,6.34,18.18,75.64,1.53,2022,227,16.134999999999998,7875.19,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-16,23.16,27.82,20.1,2.92,8.41,80.75,2.11,2022,228,13.96,7889.15,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-17,22.5,26.1,19.53,1.3,12.45,77.66,1.28,2022,229,12.815000000000001,7901.965,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-18,24.27,30.25,17.95,1.01,21.74,71.07,1.46,2022,230,14.100000000000001,7916.065,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-19,21.0,24.5,18.66,4.84,9.54,86.68,1.9,2022,231,11.579999999999998,7927.6449999999995,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-20,25.68,33.48,17.78,2.5,20.01,69.67,1.12,2022,232,15.629999999999999,7943.275,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-21,25.77,31.13,21.74,6.06,13.54,82.46,1.84,2022,233,16.435,7959.71,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-22,25.93,31.6,21.72,0.67,17.39,76.94,1.69,2022,234,16.66,7976.37,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-23,25.28,31.94,19.93,0.07,14.42,71.08,1.32,2022,235,15.935000000000002,7992.305,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-24,26.37,33.63,21.09,0.05,18.4,68.16,1.19,2022,236,17.36,8009.665,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-25,24.35,28.53,20.66,0.9,10.84,80.79,1.34,2022,237,14.594999999999999,8024.26,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-26,26.49,34.42,19.97,2.15,20.5,70.8,1.03,2022,238,17.195,8041.455,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-27,27.09,34.36,21.84,1.38,21.89,75.1,1.06,2022,239,18.1,8059.555,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-28,26.5,32.67,21.1,1.53,21.0,74.51,1.48,2022,240,16.885,8076.44,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-29,26.31,33.01,21.67,0.79,15.36,76.07,1.81,2022,241,17.34,8093.78,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-30,27.5,35.68,21.3,3.95,20.18,72.43,1.29,2022,242,18.490000000000002,8112.2699999999995,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-08-31,26.94,34.39,21.22,1.45,23.41,66.0,1.66,2022,243,17.805,8130.075,8,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-01,26.0,34.79,18.16,0.01,20.6,59.87,1.45,2022,244,16.475,8146.55,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-02,26.27,34.76,18.58,0.01,22.4,59.29,1.52,2022,245,16.669999999999998,8163.22,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-03,26.81,34.43,20.1,0.01,20.66,60.72,1.6,2022,246,17.265,8180.485,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-04,26.35,33.18,21.82,1.41,17.81,73.33,1.66,2022,247,17.5,8197.985,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-05,24.11,26.93,22.33,12.92,11.35,90.9,2.0,2022,248,14.629999999999999,8212.615,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-06,26.92,32.2,21.82,4.37,18.88,74.0,1.46,2022,249,17.01,8229.625,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-07,25.18,31.06,21.12,3.26,18.87,77.1,1.78,2022,250,16.09,8245.715,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-08,24.34,30.78,18.96,0.2,13.7,73.82,2.05,2022,251,14.870000000000001,8260.585,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-09,22.92,29.11,18.29,1.8,19.58,70.04,2.3,2022,252,13.7,8274.285,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-10,22.98,27.6,19.37,25.96,9.86,90.67,2.41,2022,253,13.485,8287.77,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-11,25.66,31.52,21.76,3.81,16.98,81.86,1.74,2022,254,16.64,8304.41,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-12,25.48,31.13,21.47,3.77,18.9,82.03,1.91,2022,255,16.299999999999997,8320.71,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-13,23.06,29.42,17.22,0.01,22.76,65.21,1.62,2022,256,13.32,8334.03,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-14,20.83,28.23,15.35,0.0,22.21,68.31,2.07,2022,257,11.79,8345.82,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-15,20.92,29.26,14.02,0.0,21.83,69.31,2.2,2022,258,11.64,8357.46,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-16,22.38,30.25,15.55,0.0,18.45,69.48,1.56,2022,259,12.899999999999999,8370.36,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-17,22.59,30.2,16.69,0.0,20.71,66.21,1.39,2022,260,13.445,8383.805,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-18,22.8,30.82,15.41,0.0,17.82,69.37,1.47,2022,261,13.115000000000002,8396.92,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-19,25.26,32.45,17.42,0.0,20.34,59.47,0.96,2022,262,14.935000000000002,8411.855,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-20,25.48,33.49,18.2,0.0,20.81,63.73,1.82,2022,263,15.844999999999999,8427.7,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-21,25.55,34.76,17.93,0.02,21.54,62.19,1.32,2022,264,16.345,8444.045,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-22,25.34,36.02,17.55,0.51,19.37,59.12,3.21,2022,265,16.785000000000004,8460.83,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-23,18.01,25.63,12.56,0.0,23.21,47.95,2.79,2022,266,9.094999999999999,8469.925,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-24,19.23,28.21,12.06,0.0,21.01,49.67,1.43,2022,267,10.135000000000002,8480.06,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-25,21.57,30.64,13.1,0.3,13.19,64.59,2.58,2022,268,11.870000000000001,8491.93,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-26,21.61,29.98,15.92,0.37,21.22,65.2,2.12,2022,269,12.95,8504.88,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-27,18.21,26.98,11.32,0.0,21.17,49.94,2.2,2022,270,9.149999999999999,8514.03,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-28,15.15,21.79,9.2,0.0,17.76,51.31,2.74,2022,271,5.494999999999999,8519.525,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-29,15.32,20.07,10.73,0.01,8.98,61.14,4.61,2022,272,5.4,8524.925,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2022-09-30,14.16,16.85,12.06,62.45,2.67,81.56,7.56,2022,273,4.455000000000002,8529.38,9,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-01,12.69,18.18,6.49,0.0,28.7,68.62,3.81,2023,121,2.335000000000001,9225.47,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-02,13.23,19.8,7.12,0.0,28.0,70.42,3.31,2023,122,3.460000000000001,9228.93,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-03,12.32,19.16,6.72,0.0,27.84,68.22,3.43,2023,123,2.9399999999999995,9231.87,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-04,13.69,20.93,5.21,0.0,28.83,67.85,1.96,2023,124,3.0700000000000003,9234.94,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-05,15.82,22.58,8.94,0.0,19.56,74.2,1.83,2023,125,5.759999999999998,9240.7,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-06,18.84,25.1,12.65,0.0,23.15,71.74,1.34,2023,126,8.875,9249.575,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-07,19.76,26.23,12.27,0.38,21.67,81.7,2.69,2023,127,9.25,9258.825,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-08,21.1,26.42,17.18,0.13,19.85,86.06,2.07,2023,128,11.8,9270.625,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-09,23.07,28.43,18.25,0.14,25.99,80.96,2.38,2023,129,13.34,9283.965,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-10,19.76,26.37,14.15,0.01,25.52,71.49,2.14,2023,130,10.260000000000002,9294.225,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-11,20.07,27.71,12.63,0.0,25.23,72.69,1.67,2023,131,10.170000000000002,9304.395,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-12,21.68,28.7,14.76,0.2,25.78,76.24,1.71,2023,132,11.73,9316.125,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-13,22.89,28.62,18.46,2.39,20.43,83.48,1.77,2023,133,13.54,9329.664999999999,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-14,23.19,28.29,19.8,0.05,17.24,80.09,2.01,2023,134,14.045000000000002,9343.71,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-15,21.8,27.32,17.42,0.01,25.06,67.01,1.66,2023,135,12.370000000000001,9356.08,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-16,22.41,28.56,16.71,6.97,23.09,81.35,2.79,2023,136,12.634999999999998,9368.715,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-17,21.24,25.97,17.04,2.72,21.56,74.07,1.98,2023,137,11.504999999999999,9380.22,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-18,18.98,23.98,15.21,2.2,9.16,79.35,2.68,2023,138,9.594999999999999,9389.815,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-19,18.32,23.84,13.77,3.21,8.9,85.35,2.41,2023,139,8.805,9398.62,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-20,20.91,26.85,14.95,0.59,12.76,80.97,1.33,2023,140,10.899999999999999,9409.52,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-21,20.63,26.63,16.25,0.36,17.21,78.61,2.2,2023,141,11.439999999999998,9420.96,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-22,19.02,25.19,12.58,0.09,25.63,71.03,2.1,2023,142,8.885000000000002,9429.845,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-23,19.03,24.98,14.59,0.0,20.07,70.19,2.59,2023,143,9.785,9439.63,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-24,17.24,24.43,12.01,0.0,28.75,63.72,2.51,2023,144,8.219999999999999,9447.85,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-25,18.36,24.66,12.23,0.0,21.53,67.35,2.66,2023,145,8.445,9456.295,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-26,16.27,20.86,12.81,0.0,14.6,61.45,3.36,2023,146,6.835000000000001,9463.13,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-27,13.48,15.47,11.14,16.1,7.49,81.73,4.2,2023,147,3.3049999999999997,9466.435,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-28,16.49,21.43,12.04,25.29,10.08,89.23,3.57,2023,148,6.734999999999999,9473.17,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-29,19.16,24.08,14.34,0.26,17.6,80.79,1.95,2023,149,9.21,9482.38,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-30,20.27,26.21,15.29,2.38,17.23,83.37,2.19,2023,150,10.75,9493.13,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-05-31,20.9,26.87,15.62,0.34,16.69,79.31,1.91,2023,151,11.245000000000001,9504.375,5,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-01,21.42,27.35,15.36,0.01,23.35,73.12,2.22,2023,152,11.355,9515.73,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-02,22.45,28.93,17.41,0.0,23.73,71.25,2.5,2023,153,13.170000000000002,9528.9,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-03,23.27,31.76,15.16,2.14,28.39,64.06,2.25,2023,154,13.46,9542.36,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-04,19.55,24.42,15.61,3.89,13.1,79.02,2.14,2023,155,10.015,9552.375,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-05,20.69,26.85,14.71,0.05,16.91,76.14,1.02,2023,156,10.780000000000001,9563.155,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-06,23.2,29.49,16.79,0.38,23.83,75.19,1.69,2023,157,13.14,9576.295,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-07,21.92,29.4,16.1,1.18,22.47,69.38,2.06,2023,158,12.75,9589.045,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-08,20.03,26.4,14.5,0.42,23.7,68.51,2.21,2023,159,10.45,9599.495,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-09,20.01,26.96,11.46,0.0,28.15,55.6,1.75,2023,160,9.21,9608.705,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-10,23.38,30.4,16.7,0.0,28.23,49.93,1.48,2023,161,13.549999999999997,9622.255,6,True
osm-1153259427,34.870040121660494,-80.50301534881869,2023-06-11,21.34,27.67,14.63,20.8,14.85,82.88,2.09,2023,162,11.150000000000002,9633.405,6,True
